symbol,date,expiry,strike price,underlying value,call price,put price
BPCL,30-Dec-22,23-Feb-23,310,330.5,30.05,14.0
BPCL,30-Dec-22,23-Feb-23,275,330.5,54.55,4.05
BPCL,30-Dec-22,23-Feb-23,305,330.5,33.05,12.05
BPCL,30-Dec-22,23-Feb-23,270,330.5,58.65,3.25
BPCL,30-Dec-22,23-Feb-23,300,330.5,36.2,10.3
BPCL,30-Dec-22,23-Feb-23,290,330.5,43.05,7.35
BPCL,30-Dec-22,23-Feb-23,345,330.5,14.25,32.6
BPCL,30-Dec-22,23-Feb-23,285,330.5,46.75,6.1
BPCL,30-Dec-22,23-Feb-23,295,330.5,39.55,8.75
BPCL,30-Dec-22,29-Mar-23,320,330.5,28.3,15.7
BPCL,30-Dec-22,29-Mar-23,300,330.5,40.75,8.5
BPCL,30-Dec-22,29-Mar-23,290,330.5,48.0,5.9
BPCL,30-Dec-22,29-Mar-23,325,330.5,25.65,17.95
BPCL,30-Dec-22,29-Mar-23,355,330.5,13.3,35.1
BPCL,30-Dec-22,29-Mar-23,285,330.5,51.9,4.85
BPCL,30-Dec-22,29-Mar-23,310,330.5,34.15,11.7
BPCL,30-Dec-22,29-Mar-23,380,330.5,7.15,53.5
BPCL,30-Dec-22,29-Mar-23,335,330.5,20.85,23.0
BPCL,30-Dec-22,29-Mar-23,270,330.5,64.3,2.5
BPCL,30-Dec-22,29-Mar-23,315,330.5,31.15,13.6
BPCL,30-Dec-22,29-Mar-23,375,330.5,8.15,49.6
BPCL,30-Dec-22,29-Mar-23,370,330.5,9.25,45.8
BPCL,30-Dec-22,29-Mar-23,360,330.5,11.8,38.5
BPCL,30-Dec-22,29-Mar-23,350,330.5,14.95,31.85
BPCL,30-Dec-22,29-Mar-23,365,330.5,10.45,42.05
BPCL,30-Dec-22,29-Mar-23,275,330.5,60.0,3.15
BPCL,30-Dec-22,29-Mar-23,280,330.5,55.9,3.95
BPCL,30-Dec-22,29-Mar-23,305,330.5,37.35,10.0
BPCL,30-Dec-22,29-Mar-23,345,330.5,16.75,28.7
BPCL,30-Dec-22,29-Mar-23,330,330.5,23.15,20.35
BPCL,30-Dec-22,29-Mar-23,340,330.5,18.7,25.75
BPCL,30-Dec-22,29-Mar-23,295,330.5,44.3,7.1
BPCL,02-Jan-23,25-Jan-23,275,333.85,42.1,7.1
BPCL,02-Jan-23,25-Jan-23,275,333.85,42.1,7.1
BPCL,02-Jan-23,25-Jan-23,275,333.85,42.1,7.1
BPCL,02-Jan-23,25-Jan-23,275,333.85,42.1,7.1
BPCL,02-Jan-23,25-Jan-23,320,333.85,18.0,2.4
BPCL,02-Jan-23,25-Jan-23,320,333.85,18.0,2.4
BPCL,02-Jan-23,25-Jan-23,320,333.85,18.0,2.4
BPCL,02-Jan-23,25-Jan-23,320,333.85,18.0,2.4
BPCL,02-Jan-23,25-Jan-23,265,333.85,49.6,4.8
BPCL,02-Jan-23,25-Jan-23,265,333.85,49.6,4.8
BPCL,02-Jan-23,25-Jan-23,265,333.85,49.6,4.8
BPCL,02-Jan-23,25-Jan-23,265,333.85,49.6,4.8
BPCL,02-Jan-23,25-Jan-23,405,333.85,1.65,94.6
BPCL,02-Jan-23,25-Jan-23,405,333.85,1.65,94.6
BPCL,02-Jan-23,25-Jan-23,405,333.85,1.65,94.6
BPCL,02-Jan-23,25-Jan-23,405,333.85,1.65,94.6
BPCL,02-Jan-23,25-Jan-23,345,333.85,4.25,15.0
BPCL,02-Jan-23,25-Jan-23,345,333.85,4.25,15.0
BPCL,02-Jan-23,25-Jan-23,345,333.85,4.25,15.0
BPCL,02-Jan-23,25-Jan-23,345,333.85,4.25,15.0
BPCL,02-Jan-23,25-Jan-23,360,333.85,1.65,27.0
BPCL,02-Jan-23,25-Jan-23,360,333.85,1.65,27.0
BPCL,02-Jan-23,25-Jan-23,360,333.85,1.65,27.0
BPCL,02-Jan-23,25-Jan-23,360,333.85,1.65,27.0
BPCL,02-Jan-23,25-Jan-23,415,333.85,1.2,104.0
BPCL,02-Jan-23,25-Jan-23,415,333.85,1.2,104.0
BPCL,02-Jan-23,25-Jan-23,415,333.85,1.2,104.0
BPCL,02-Jan-23,25-Jan-23,415,333.85,1.2,104.0
BPCL,02-Jan-23,25-Jan-23,335,333.85,8.15,7.1
BPCL,02-Jan-23,25-Jan-23,335,333.85,8.15,7.1
BPCL,02-Jan-23,25-Jan-23,335,333.85,8.15,7.1
BPCL,02-Jan-23,25-Jan-23,335,333.85,8.15,7.1
BPCL,02-Jan-23,25-Jan-23,370,333.85,1.0,37.7
BPCL,02-Jan-23,25-Jan-23,370,333.85,1.0,37.7
BPCL,02-Jan-23,25-Jan-23,370,333.85,1.0,37.7
BPCL,02-Jan-23,25-Jan-23,370,333.85,1.0,37.7
BPCL,02-Jan-23,25-Jan-23,395,333.85,0.5,85.4
BPCL,02-Jan-23,25-Jan-23,395,333.85,0.5,85.4
BPCL,02-Jan-23,25-Jan-23,395,333.85,0.5,85.4
BPCL,02-Jan-23,25-Jan-23,395,333.85,0.5,85.4
BPCL,02-Jan-23,25-Jan-23,285,333.85,35.25,1.0
BPCL,02-Jan-23,25-Jan-23,285,333.85,35.25,1.0
BPCL,02-Jan-23,25-Jan-23,285,333.85,35.25,1.0
BPCL,02-Jan-23,25-Jan-23,285,333.85,35.25,1.0
BPCL,02-Jan-23,25-Jan-23,300,333.85,32.15,0.6
BPCL,02-Jan-23,25-Jan-23,300,333.85,32.15,0.6
BPCL,02-Jan-23,25-Jan-23,300,333.85,32.15,0.6
BPCL,02-Jan-23,25-Jan-23,300,333.85,32.15,0.6
BPCL,02-Jan-23,25-Jan-23,390,333.85,0.45,64.0
BPCL,02-Jan-23,25-Jan-23,390,333.85,0.45,64.0
BPCL,02-Jan-23,25-Jan-23,390,333.85,0.45,64.0
BPCL,02-Jan-23,25-Jan-23,390,333.85,0.45,64.0
BPCL,02-Jan-23,25-Jan-23,365,333.85,1.2,59.05
BPCL,02-Jan-23,25-Jan-23,365,333.85,1.2,59.05
BPCL,02-Jan-23,25-Jan-23,365,333.85,1.2,59.05
BPCL,02-Jan-23,25-Jan-23,365,333.85,1.2,59.05
BPCL,02-Jan-23,25-Jan-23,255,333.85,57.75,3.1
BPCL,02-Jan-23,25-Jan-23,255,333.85,57.75,3.1
BPCL,02-Jan-23,25-Jan-23,255,333.85,57.75,3.1
BPCL,02-Jan-23,25-Jan-23,255,333.85,57.75,3.1
BPCL,02-Jan-23,25-Jan-23,330,333.85,11.0,5.05
BPCL,02-Jan-23,25-Jan-23,330,333.85,11.0,5.05
BPCL,02-Jan-23,25-Jan-23,330,333.85,11.0,5.05
BPCL,02-Jan-23,25-Jan-23,330,333.85,11.0,5.05
BPCL,02-Jan-23,25-Jan-23,425,333.85,0.9,113.5
BPCL,02-Jan-23,25-Jan-23,425,333.85,0.9,113.5
BPCL,02-Jan-23,25-Jan-23,425,333.85,0.9,113.5
BPCL,02-Jan-23,25-Jan-23,425,333.85,0.9,113.5
BPCL,02-Jan-23,25-Jan-23,375,333.85,0.75,67.55
BPCL,02-Jan-23,25-Jan-23,375,333.85,0.75,67.55
BPCL,02-Jan-23,25-Jan-23,375,333.85,0.75,67.55
BPCL,02-Jan-23,25-Jan-23,375,333.85,0.75,67.55
BPCL,02-Jan-23,25-Jan-23,235,333.85,75.4,1.05
BPCL,02-Jan-23,25-Jan-23,235,333.85,75.4,1.05
BPCL,02-Jan-23,25-Jan-23,235,333.85,75.4,1.05
BPCL,02-Jan-23,25-Jan-23,235,333.85,75.4,1.05
BPCL,02-Jan-23,25-Jan-23,350,333.85,3.05,16.8
BPCL,02-Jan-23,25-Jan-23,350,333.85,3.05,16.8
BPCL,02-Jan-23,25-Jan-23,350,333.85,3.05,16.8
BPCL,02-Jan-23,25-Jan-23,350,333.85,3.05,16.8
BPCL,02-Jan-23,25-Jan-23,305,333.85,28.9,0.8
BPCL,02-Jan-23,25-Jan-23,305,333.85,28.9,0.8
BPCL,02-Jan-23,25-Jan-23,305,333.85,28.9,0.8
BPCL,02-Jan-23,25-Jan-23,305,333.85,28.9,0.8
BPCL,02-Jan-23,25-Jan-23,380,333.85,0.6,54.2
BPCL,02-Jan-23,25-Jan-23,380,333.85,0.6,54.2
BPCL,02-Jan-23,25-Jan-23,380,333.85,0.6,54.2
BPCL,02-Jan-23,25-Jan-23,380,333.85,0.6,54.2
BPCL,02-Jan-23,25-Jan-23,340,333.85,5.9,9.75
BPCL,02-Jan-23,25-Jan-23,340,333.85,5.9,9.75
BPCL,02-Jan-23,25-Jan-23,340,333.85,5.9,9.75
BPCL,02-Jan-23,25-Jan-23,340,333.85,5.9,9.75
BPCL,02-Jan-23,25-Jan-23,260,333.85,53.6,3.85
BPCL,02-Jan-23,25-Jan-23,260,333.85,53.6,3.85
BPCL,02-Jan-23,25-Jan-23,260,333.85,53.6,3.85
BPCL,02-Jan-23,25-Jan-23,260,333.85,53.6,3.85
BPCL,02-Jan-23,25-Jan-23,435,333.85,0.65,123.1
BPCL,02-Jan-23,25-Jan-23,435,333.85,0.65,123.1
BPCL,02-Jan-23,25-Jan-23,435,333.85,0.65,123.1
BPCL,02-Jan-23,25-Jan-23,435,333.85,0.65,123.1
BPCL,02-Jan-23,25-Jan-23,355,333.85,2.25,18.4
BPCL,02-Jan-23,25-Jan-23,355,333.85,2.25,18.4
BPCL,02-Jan-23,25-Jan-23,355,333.85,2.25,18.4
BPCL,02-Jan-23,25-Jan-23,355,333.85,2.25,18.4
BPCL,02-Jan-23,25-Jan-23,440,333.85,0.2,112.0
BPCL,02-Jan-23,25-Jan-23,440,333.85,0.2,112.0
BPCL,02-Jan-23,25-Jan-23,440,333.85,0.2,112.0
BPCL,02-Jan-23,25-Jan-23,440,333.85,0.2,112.0
BPCL,02-Jan-23,25-Jan-23,400,333.85,0.4,68.0
BPCL,02-Jan-23,25-Jan-23,400,333.85,0.4,68.0
BPCL,02-Jan-23,25-Jan-23,400,333.85,0.4,68.0
BPCL,02-Jan-23,25-Jan-23,400,333.85,0.4,68.0
BPCL,02-Jan-23,25-Jan-23,280,333.85,38.6,0.35
BPCL,02-Jan-23,25-Jan-23,280,333.85,38.6,0.35
BPCL,02-Jan-23,25-Jan-23,280,333.85,38.6,0.35
BPCL,02-Jan-23,25-Jan-23,280,333.85,38.6,0.35
BPCL,02-Jan-23,25-Jan-23,250,333.85,62.0,0.1
